"GEO_ID","NAME","B01001D_001E","B01001D_001M","B01001D_002E","B01001D_002M","B01001D_003E","B01001D_003M","B01001D_004E","B01001D_004M","B01001D_005E","B01001D_005M","B01001D_006E","B01001D_006M","B01001D_007E","B01001D_007M","B01001D_008E","B01001D_008M","B01001D_009E","B01001D_009M","B01001D_010E","B01001D_010M","B01001D_011E","B01001D_011M","B01001D_012E","B01001D_012M","B01001D_013E","B01001D_013M","B01001D_014E","B01001D_014M","B01001D_015E","B01001D_015M","B01001D_016E","B01001D_016M","B01001D_017E","B01001D_017M","B01001D_018E","B01001D_018M","B01001D_019E","B01001D_019M","B01001D_020E","B01001D_020M","B01001D_021E","B01001D_021M","B01001D_022E","B01001D_022M","B01001D_023E","B01001D_023M","B01001D_024E","B01001D_024M","B01001D_025E","B01001D_025M","B01001D_026E","B01001D_026M","B01001D_027E","B01001D_027M","B01001D_028E","B01001D_028M","B01001D_029E","B01001D_029M","B01001D_030E","B01001D_030M","B01001D_031E","B01001D_031M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Under 5 years","Margin of Error!!Total:!!Male:!!Under 5 years","Estimate!!Total:!!Male:!!5 to 9 years","Margin of Error!!Total:!!Male:!!5 to 9 years","Estimate!!Total:!!Male:!!10 to 14 years","Margin of Error!!Total:!!Male:!!10 to 14 years","Estimate!!Total:!!Male:!!15 to 17 years","Margin of Error!!Total:!!Male:!!15 to 17 years","Estimate!!Total:!!Male:!!18 and 19 years","Margin of Error!!Total:!!Male:!!18 and 19 years","Estimate!!Total:!!Male:!!20 to 24 years","Margin of Error!!Total:!!Male:!!20 to 24 years","Estimate!!Total:!!Male:!!25 to 29 years","Margin of Error!!Total:!!Male:!!25 to 29 years","Estimate!!Total:!!Male:!!30 to 34 years","Margin of Error!!Total:!!Male:!!30 to 34 years","Estimate!!Total:!!Male:!!35 to 44 years","Margin of Error!!Total:!!Male:!!35 to 44 years","Estimate!!Total:!!Male:!!45 to 54 years","Margin of Error!!Total:!!Male:!!45 to 54 years","Estimate!!Total:!!Male:!!55 to 64 years","Margin of Error!!Total:!!Male:!!55 to 64 years","Estimate!!Total:!!Male:!!65 to 74 years","Margin of Error!!Total:!!Male:!!65 to 74 years","Estimate!!Total:!!Male:!!75 to 84 years","Margin of Error!!Total:!!Male:!!75 to 84 years","Estimate!!Total:!!Male:!!85 years and over","Margin of Error!!Total:!!Male:!!85 years and over","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Under 5 years","Margin of Error!!Total:!!Female:!!Under 5 years","Estimate!!Total:!!Female:!!5 to 9 years","Margin of Error!!Total:!!Female:!!5 to 9 years","Estimate!!Total:!!Female:!!10 to 14 years","Margin of Error!!Total:!!Female:!!10 to 14 years","Estimate!!Total:!!Female:!!15 to 17 years","Margin of Error!!Total:!!Female:!!15 to 17 years","Estimate!!Total:!!Female:!!18 and 19 years","Margin of Error!!Total:!!Female:!!18 and 19 years","Estimate!!Total:!!Female:!!20 to 24 years","Margin of Error!!Total:!!Female:!!20 to 24 years","Estimate!!Total:!!Female:!!25 to 29 years","Margin of Error!!Total:!!Female:!!25 to 29 years","Estimate!!Total:!!Female:!!30 to 34 years","Margin of Error!!Total:!!Female:!!30 to 34 years","Estimate!!Total:!!Female:!!35 to 44 years","Margin of Error!!Total:!!Female:!!35 to 44 years","Estimate!!Total:!!Female:!!45 to 54 years","Margin of Error!!Total:!!Female:!!45 to 54 years","Estimate!!Total:!!Female:!!55 to 64 years","Margin of Error!!Total:!!Female:!!55 to 64 years","Estimate!!Total:!!Female:!!65 to 74 years","Margin of Error!!Total:!!Female:!!65 to 74 years","Estimate!!Total:!!Female:!!75 to 84 years","Margin of Error!!Total:!!Female:!!75 to 84 years","Estimate!!Total:!!Female:!!85 years and over","Margin of Error!!Total:!!Female:!!85 years and over"
"0500000US25001","Barnstable County, Massachusetts","3182","311","1374","233","145","83","140","93","52","47","101","64","61","81","71","59","87","66","85","52","228","58","197","27","78","42","85","35","44","31","0","29","1808","186","125","90","59","49","125","82","70","49","84","56","182","83","121","72","62","60","329","103","257","96","182","23","125","48","77","47","10","16"
"0500000US25003","Berkshire County, Massachusetts","2248","145","1045","111","139","55","91","47","50","44","19","42","103","53","142","75","34","50","83","58","173","66","51","42","105","40","50","40","5","8","0","29","1203","84","6","13","55","42","89","42","93","44","123","50","148","54","0","29","101","59","235","29","89","27","155","29","70","38","39","38","0","29"
"0500000US25005","Bristol County, Massachusetts","12741","495","5740","292","432","85","535","125","412","102","242","68","177","41","398","88","408","65","433","59","961","63","729","92","552","52","295","93","144","83","22","30","7001","285","399","105","531","124","485","134","328","61","271","125","530","148","573","65","614","59","1170","79","855","98","668","59","351","41","161","66","65","64"
"0500000US25007","Dukes County, Massachusetts","59","75","33","70","0","19","0","19","0","19","31","70","0","19","0","19","0","19","0","19","0","19","0","19","2","3","0","19","0","19","0","19","26","31","0","19","0","19","0","19","0","19","0","19","6","13","17","26","0","19","0","19","0","19","0","19","0","19","3","5","0","19"
"0500000US25009","Essex County, Massachusetts","26899","671","12513","389","594","97","953","147","955","149","559","96","343","52","767","116","942","91","919","94","2161","72","1855","80","1341","46","730","53","296","57","98","58","14386","392","674","99","1016","163","731","138","523","114","311","58","980","92","1189","64","1275","97","2604","112","2160","65","1547","80","874","48","420","61","82","47"
"0500000US25011","Franklin County, Massachusetts","908","149","393","134","15","18","25","22","38","22","34","61","6","15","0","29","44","38","17","30","57","52","76","64","65","63","6","9","0","29","10","13","515","95","4","6","12","20","19","18","21","36","15","20","9","14","85","44","30","23","126","46","38","26","72","57","44","36","40","43","0","29"
"0500000US25013","Hampden County, Massachusetts","11197","474","5246","301","301","101","311","123","412","117","196","90","137","37","523","43","449","59","450","23","788","83","636","76","536","28","355","29","124","49","28","30","5951","227","244","82","193","90","441","135","242","43","241","109","347","103","520","59","571","26","1016","84","942","52","563","36","464","91","141","84","26","30"
"0500000US25015","Hampshire County, Massachusetts","8483","374","3743","213","140","70","38","47","111","107","160","64","710","126","930","136","306","58","266","80","395","82","222","71","180","91","275","94","0","29","10","17","4740","246","50","44","131","55","152","53","118","62","1241","176","1210","165","322","63","218","66","386","82","397","44","258","61","184","63","55","45","18","25"
"0500000US25017","Middlesex County, Massachusetts","190905","1615","93182","1035","5463","263","5958","422","5000","366","3224","136","2626","155","7893","324","10311","241","9912","181","16232","256","12006","201","7823","140","4111","96","2127","166","496","156","97723","795","5502","248","5164","393","5273","391","2943","147","2928","140","7834","253","10200","240","10783","194","17490","255","12960","156","8619","140","4915","107","2406","172","706","161"
"0500000US25019","Nantucket County, Massachusetts","71","52","10","15","0","19","0","19","0","19","0","19","0","19","1","3","0","19","9","15","0","19","0","19","0","19","0","19","0","19","0","19","61","47","0","19","0","19","0","19","6","10","11","21","0","19","8","14","0","19","13","29","12","17","0","19","0","19","11","16","0","19"
"0500000US25021","Norfolk County, Massachusetts","77446","923","36385","583","2500","157","2524","268","2081","260","1225","100","789","68","1954","188","3041","83","3386","135","6798","113","5022","201","3744","51","2139","48","898","105","284","108","41061","563","2456","161","2327","255","2240","226","1326","101","1072","64","2670","135","3140","180","3891","143","7829","139","5793","84","4218","86","2437","60","1155","148","507","152"
"0500000US25023","Plymouth County, Massachusetts","7192","531","3159","321","185","89","292","100","92","58","117","58","91","47","211","46","205","84","100","69","489","84","562","17","419","31","177","77","219","79","0","29","4033","276","209","75","222","100","303","108","151","69","115","28","168","89","291","79","268","65","754","66","708","38","411","89","373","66","41","39","19","24"
"0500000US25025","Suffolk County, Massachusetts","70597","738","32681","435","1325","130","922","178","1165","162","911","43","1774","107","4251","101","4842","143","3374","110","3945","177","3511","72","2949","52","1993","27","1170","151","549","148","37916","465","1082","133","1154","206","1065","220","1005","47","2468","96","5102","162","5147","105","4072","131","4629","166","4212","114","3374","72","2343","45","1559","171","704","175"
"0500000US25027","Worcester County, Massachusetts","40508","790","19629","492","1033","166","1185","184","1442","224","895","96","624","54","1461","81","1653","69","1785","88","3505","141","2953","80","1642","50","914","25","287","83","250","77","20879","427","1127","180","1293","210","1375","221","846","96","511","74","1442","135","1764","70","1980","92","3833","121","2992","78","1834","56","1210","50","524","90","148","90"
